	Image_name	class	score	type_hierarchy
1516	Frame-Blue/plier3.jpg	cutlery	0.965	
1517	Frame-Blue/plier3.jpg	tool	0.965	
1518	Frame-Blue/plier3.jpg	black color	0.907	
1519	Frame-Blue/plier3.jpg	coal black color	0.885	
1520	Frame-Blue/plier4.jpg	pruning shears	0.689	/tool/cutlery/pair of scissors/shears/pruning shears
1521	Frame-Blue/plier4.jpg	shears	0.763	
1522	Frame-Blue/plier4.jpg	pair of scissors	0.786	
1523	Frame-Blue/plier4.jpg	cutlery	0.832	
1524	Frame-Blue/plier4.jpg	tool	0.898	
1525	Frame-Blue/plier4.jpg	instrument	0.8	
1526	Frame-Blue/plier4.jpg	emerald color	0.884	
1527	Frame-Blue/plier5.jpg	needlenose pliers	0.841	/tool/pair of pliers/needlenose pliers
1528	Frame-Blue/plier5.jpg	pair of pliers	0.893	
1529	Frame-Blue/plier5.jpg	tool	0.973	
1530	Frame-Blue/plier5.jpg	punch pliers	0.665	/tool/punch pliers
1531	Frame-Blue/plier5.jpg	gray color	0.842	
1532	Frame-Blue/plier5.jpg	ash grey color	0.824	
1533	Frame-Blue/saw1.jpg	pruning saw	0.965	/tool/saw/handsaw/pruning saw
1534	Frame-Blue/saw1.jpg	handsaw	0.969	
1535	Frame-Blue/saw1.jpg	saw	0.994	
1536	Frame-Blue/saw1.jpg	tool	0.994	
1537	Frame-Blue/saw1.jpg	ivory color	0.86	
1538	Frame-Blue/saw1.jpg	alabaster color	0.683	
1539	Frame-Blue/saw2.jpg	pruning saw	0.956	/tool/saw/handsaw/pruning saw
1540	Frame-Blue/saw2.jpg	handsaw	0.962	
1541	Frame-Blue/saw2.jpg	saw	0.966	
1542	Frame-Blue/saw2.jpg	tool	0.966	
1543	Frame-Blue/saw2.jpg	ivory color	0.843	
1544	Frame-Blue/saw2.jpg	emerald color	0.665	
1545	Frame-Blue/saw3.jpg	squeegee (cleaning equipment)	0.602	/cleaning implement/squeegee (cleaning equipment)
1546	Frame-Blue/saw3.jpg	cleaning implement	0.603	
1547	Frame-Blue/saw3.jpg	tool	0.627	
1548	Frame-Blue/saw4.jpg	pruning saw	0.982	/tool/saw/handsaw/pruning saw
1549	Frame-Blue/saw4.jpg	handsaw	0.982	
1550	Frame-Blue/saw4.jpg	saw	0.982	
1551	Frame-Blue/saw4.jpg	tool	0.982	
1552	Frame-Blue/saw4.jpg	coal black color	0.672	
1553	Frame-Blue/saw5.jpg	handsaw	0.905	/tool/saw/handsaw
1554	Frame-Blue/saw5.jpg	saw	0.929	
1555	Frame-Blue/saw5.jpg	tool	0.969	
1556	Frame-Blue/saw5.jpg	square	0.715	/tool/square
1557	Frame-Blue/saw5.jpg	figure	0.795	
1558	Frame-Blue/saw5.jpg	lemon yellow color	0.999	
1559	Frame-Blue/scissor1.jpg	pair of scissors	0.889	/tool/cutlery/pair of scissors
1560	Frame-Blue/scissor1.jpg	cutlery	0.944	
1561	Frame-Blue/scissor1.jpg	tool	0.972	
1562	Frame-Blue/scissor1.jpg	letter opener	0.627	/tool/cutlery/knife/letter opener
1563	Frame-Blue/scissor1.jpg	knife	0.627	
1564	Frame-Blue/scissor1.jpg	weapon	0.789	
1565	Frame-Blue/scissor1.jpg	blue color	0.963	
1566	Frame-Blue/scissor2.jpg	shears	0.913	/tool/cutlery/pair of scissors/shears
1567	Frame-Blue/scissor2.jpg	pair of scissors	0.99	
1568	Frame-Blue/scissor2.jpg	cutlery	0.99	
1569	Frame-Blue/scissor2.jpg	tool	0.99	
1570	Frame-Blue/scissor2.jpg	greenish blue color	0.989	
1571	Frame-Blue/scissor2.jpg	blue color	0.759	
1572	Frame-Blue/scissor3.jpg	shears	0.803	/tool/cutlery/pair of scissors/shears
1573	Frame-Blue/scissor3.jpg	pair of scissors	0.957	
1574	Frame-Blue/scissor3.jpg	cutlery	0.957	
1575	Frame-Blue/scissor3.jpg	tool	0.957	
1576	Frame-Blue/scissor3.jpg	surgical instrument	0.799	
1577	Frame-Blue/scissor3.jpg	greenish blue color	0.854	
1578	Frame-Blue/scissor3.jpg	ash grey color	0.787	
1579	Frame-Blue/scissor4.jpg	shears	0.931	/tool/cutlery/pair of scissors/shears
1580	Frame-Blue/scissor4.jpg	pair of scissors	0.994	
1581	Frame-Blue/scissor4.jpg	cutlery	0.994	
1582	Frame-Blue/scissor4.jpg	tool	0.994	
1583	Frame-Blue/scissor4.jpg	greenish blue color	0.649	
1584	Frame-Blue/scissor5.jpg	pair of scissors	0.997	/tool/cutlery/pair of scissors
1585	Frame-Blue/scissor5.jpg	cutlery	0.997	
1586	Frame-Blue/scissor5.jpg	tool	0.997	
1587	Frame-Blue/scissor5.jpg	shears	0.733	/tool/cutlery/pair of scissors/shears
1588	Frame-Blue/scissor5.jpg	pink color	0.901	
1589	Frame-Blue/scissor5.jpg	greenish blue color	0.615	
1590	Frame-Blue/screw1.jpg	screwdriver	0.802	/tool/screwdriver
1591	Frame-Blue/screw1.jpg	tool	0.803	
1592	Frame-Blue/screw1.jpg	blue color	0.95	
1593	Frame-Blue/screw2.jpg	screwdriver	0.965	/tool/screwdriver
1594	Frame-Blue/screw2.jpg	tool	0.979	
1595	Frame-Blue/screw2.jpg	ultramarine color	0.612	
1596	Frame-Blue/screw3.jpg	screwdriver	0.756	/tool/screwdriver
1597	Frame-Blue/screw3.jpg	tool	0.958	
1598	Frame-Blue/screw3.jpg	scraper	0.663	/tool/scraper
1599	Frame-Blue/screw3.jpg	round file	0.658	/tool/round file
1600	Frame-Blue/screw3.jpg	weapon	0.78	
1601	Frame-Blue/screw3.jpg	reddish orange color	0.836	
1602	Frame-Blue/screw4.jpg	screwdriver	0.965	/tool/screwdriver
1603	Frame-Blue/screw4.jpg	tool	0.965	
1604	Frame-Blue/screw4.jpg	blue color	0.683	
1605	Frame-Blue/screw5.jpg	screwdriver	0.958	/tool/screwdriver
1606	Frame-Blue/screw5.jpg	tool	0.98	
1607	Frame-Blue/shovel1.jpg	soldering iron	0.734	/tool/soldering iron
1608	Frame-Blue/shovel1.jpg	tool	0.785	
1609	Frame-Blue/shovel1.jpg	coal black color	1.0	
1610	Frame-Blue/shovel2.jpg	shovel	0.924	/tool/shovel
1611	Frame-Blue/shovel2.jpg	tool	0.924	
1612	Frame-Blue/shovel2.jpg	garden spade	0.63	/tool/shovel/hand shovel/garden spade
1613	Frame-Blue/shovel2.jpg	hand shovel	0.734	
1614	Frame-Blue/shovel2.jpg	ash grey color	0.727	
1615	Frame-Blue/shovel2.jpg	ultramarine color	0.658	
1616	Frame-Blue/shovel3.jpg	garden spade	0.933	/tool/shovel/hand shovel/garden spade
1617	Frame-Blue/shovel3.jpg	hand shovel	0.95	
1618	Frame-Blue/shovel3.jpg	shovel	0.976	
1619	Frame-Blue/shovel3.jpg	tool	0.976	
1620	Frame-Blue/shovel3.jpg	gray color	0.831	
1621	Frame-Blue/shovel3.jpg	indigo color	0.761	
1622	Frame-Blue/shovel4.jpg	shovel	0.885	/tool/shovel
1623	Frame-Blue/shovel4.jpg	tool	0.885	
1624	Frame-Blue/shovel4.jpg	spade	0.679	
1625	Frame-Blue/shovel4.jpg	ultramarine color	0.63	
1626	Frame-Blue/shovel5.jpg	garden spade	0.753	/tool/shovel/hand shovel/garden spade
1627	Frame-Blue/shovel5.jpg	hand shovel	0.833	
1628	Frame-Blue/shovel5.jpg	shovel	0.923	
1629	Frame-Blue/shovel5.jpg	tool	0.923	
1630	Frame-Blue/shovel5.jpg	spade	0.748	
1631	Frame-Blue/tape1.jpg	tape measure	0.992	/measuring instrument/tape measure
1632	Frame-Blue/tape1.jpg	measuring instrument	0.992	
1633	Frame-Blue/tape1.jpg	lemon yellow color	0.951	
1634	Frame-Blue/tape2.jpg	tape measure	0.851	/measuring instrument/tape measure
1635	Frame-Blue/tape2.jpg	measuring instrument	0.91	
1636	Frame-Blue/tape2.jpg	measuring stick	0.621	
1637	Frame-Blue/tape2.jpg	ultramarine color	0.981	
1638	Frame-Blue/tape3.jpg	telephone cord	0.837	
1639	Frame-Blue/tape3.jpg	dialog box	0.622	/electronic device/video display/window/dialog box
1640	Frame-Blue/tape3.jpg	window	0.65	
1641	Frame-Blue/tape3.jpg	video display	0.651	
1642	Frame-Blue/tape3.jpg	electronic device	0.651	
1643	Frame-Blue/tape3.jpg	microorganism	0.79	
1644	Frame-Blue/tape3.jpg	ivory color	0.958	
1645	Frame-Blue/tape4.jpg	tape measure	0.688	/measuring instrument/tape measure
1646	Frame-Blue/tape4.jpg	measuring instrument	0.777	
1647	Frame-Blue/tape4.jpg	respirator	0.673	
1648	Frame-Blue/tape4.jpg	bottle green color	0.802	
1649	Frame-Blue/tape5.jpg	tape measure	0.744	/measuring instrument/tape measure
1650	Frame-Blue/tape5.jpg	measuring instrument	0.744	
1651	Frame-Blue/tape5.jpg	saw	0.673	/tool/saw
1652	Frame-Blue/tape5.jpg	tool	0.827	
1653	Frame-Blue/tape5.jpg	lemon yellow color	0.958	
1654	Frame-Blue/wrench1.jpg	adjustable wrench	0.99	/tool/wrench/adjustable wrench
1655	Frame-Blue/wrench1.jpg	wrench	0.99	
1656	Frame-Blue/wrench1.jpg	tool	0.99	
1657	Frame-Blue/wrench1.jpg	blue color	0.713	
1658	Frame-Blue/wrench2.jpg	open-end wrench	0.826	/tool/wrench/open-end wrench
1659	Frame-Blue/wrench2.jpg	wrench	0.996	
1660	Frame-Blue/wrench2.jpg	tool	0.996	
1661	Frame-Blue/wrench2.jpg	box wrench	0.645	/tool/wrench/box wrench
1662	Frame-Blue/wrench2.jpg	greenish blue color	1.0	
1663	Frame-Blue/wrench3.jpg	wrench	0.958	/tool/wrench
1664	Frame-Blue/wrench3.jpg	tool	0.958	
1665	Frame-Blue/wrench3.jpg	box wrench	0.746	/tool/wrench/box wrench
1666	Frame-Blue/wrench3.jpg	open-end wrench	0.654	/tool/wrench/open-end wrench
1667	Frame-Blue/wrench3.jpg	blue color	0.872	
1668	Frame-Blue/wrench3.jpg	greenish blue color	0.799	
1669	Frame-Blue/wrench4.jpg	wrench	0.97	/tool/wrench
1670	Frame-Blue/wrench4.jpg	tool	0.97	
1671	Frame-Blue/wrench4.jpg	box wrench	0.672	/tool/wrench/box wrench
1672	Frame-Blue/wrench4.jpg	greenish blue color	0.886	
1673	Frame-Blue/wrench4.jpg	blue color	0.808	
1674	Frame-Blue/wrench5.jpg	open-end wrench	0.666	/tool/wrench/open-end wrench
1675	Frame-Blue/wrench5.jpg	wrench	0.848	
1676	Frame-Blue/wrench5.jpg	tool	0.849	
1677	Frame-Blue/wrench5.jpg	mechanism	0.78	
1678	Frame-Blue/wrench5.jpg	greenish blue color	0.819	
1679	Frame-Blue/wrench5.jpg	blue color	0.768	
1680	Frame-Leaves/axe1.jpg	ax	0.941	/tool/cutlery/ax
1681	Frame-Leaves/axe1.jpg	cutlery	0.941	
1682	Frame-Leaves/axe1.jpg	tool	0.941	
1683	Frame-Leaves/axe1.jpg	tomahawk	0.674	/weapon/tomahawk
1684	Frame-Leaves/axe1.jpg	weapon	0.674	
1685	Frame-Leaves/axe1.jpg	bottle green color	0.985	
1686	Frame-Leaves/axe2.jpg	tomahawk	0.826	/weapon/tomahawk
1687	Frame-Leaves/axe2.jpg	weapon	0.826	
1688	Frame-Leaves/axe2.jpg	ax	0.923	/tool/cutlery/ax
1689	Frame-Leaves/axe2.jpg	cutlery	0.923	
1690	Frame-Leaves/axe2.jpg	tool	0.923	
1691	Frame-Leaves/axe2.jpg	bottle green color	0.985	
1692	Frame-Leaves/axe3.jpg	hatchet	0.724	/tool/cutlery/ax/hatchet
1693	Frame-Leaves/axe3.jpg	ax	0.77	
1694	Frame-Leaves/axe3.jpg	cutlery	0.833	
1695	Frame-Leaves/axe3.jpg	tool	0.834	
1696	Frame-Leaves/axe3.jpg	light brown color	0.792	
1697	Frame-Leaves/axe3.jpg	reddish brown color	0.749	
1698	Frame-Leaves/axe4.jpg	ax	0.839	/tool/cutlery/ax
1699	Frame-Leaves/axe4.jpg	cutlery	0.839	
1700	Frame-Leaves/axe4.jpg	tool	0.878	
1701	Frame-Leaves/axe4.jpg	greenishness color	0.979	
1702	Frame-Leaves/axe5.jpg	ax handle	0.66	/tool/cutlery/ax/ax handle
1703	Frame-Leaves/axe5.jpg	ax	0.92	
1704	Frame-Leaves/axe5.jpg	cutlery	0.92	
1705	Frame-Leaves/axe5.jpg	tool	0.92	
1706	Frame-Leaves/axe5.jpg	bottle green color	0.771	
1707	Frame-Leaves/axe5.jpg	sage green color	0.739	
1708	Frame-Leaves/flash1.jpg	ratchet	0.887	/mechanical device/ratchet
1709	Frame-Leaves/flash1.jpg	mechanical device	0.887	
1710	Frame-Leaves/flash1.jpg	weaponry	0.792	
1711	Frame-Leaves/flash1.jpg	mechanism	0.801	
1712	Frame-Leaves/flash1.jpg	tool	0.792	
1713	Frame-Leaves/flash1.jpg	rod	0.798	
1714	Frame-Leaves/flash1.jpg	greenishness color	0.974	
1715	Frame-Leaves/flash2.jpg	stun gun	0.697	/weapon/stun gun
1716	Frame-Leaves/flash2.jpg	weapon	0.7	
1717	Frame-Leaves/flash2.jpg	gunsight	0.691	
1718	Frame-Leaves/flash2.jpg	sights	0.709	
1719	Frame-Leaves/flash2.jpg	optical device	0.71	
1720	Frame-Leaves/flash2.jpg	charcoal color	0.825	
1721	Frame-Leaves/flash2.jpg	bottle green color	0.795	
1722	Frame-Leaves/flash3.jpg	greenishness color	0.968	
1723	Frame-Leaves/flash3.jpg	bottle green color	0.803	
1724	Frame-Leaves/flash4.jpg	mechanism	0.601	
1725	Frame-Leaves/flash4.jpg	bottle green color	0.987	
1726	Frame-Leaves/flash5.jpg	flashlight	0.809	/lamp/electric lamp/flashlight
1727	Frame-Leaves/flash5.jpg	electric lamp	0.809	
1728	Frame-Leaves/flash5.jpg	lamp	0.809	
1729	Frame-Leaves/flash5.jpg	flashlight battery	0.702	/electrical device/electric battery/flashlight battery
1730	Frame-Leaves/flash5.jpg	electric battery	0.703	
1731	Frame-Leaves/flash5.jpg	electrical device	0.704	
1732	Frame-Leaves/flash5.jpg	bottle green color	0.995	
1733	Frame-Leaves/hammer1.jpg	edger tool	0.662	/tool/garden tool/edger tool
1734	Frame-Leaves/hammer1.jpg	garden tool	0.701	
1735	Frame-Leaves/hammer1.jpg	tool	0.916	
1736	Frame-Leaves/hammer1.jpg	garden rake	0.608	/tool/garden rake
1737	Frame-Leaves/hammer1.jpg	weapon	0.792	
1738	Frame-Leaves/hammer1.jpg	stick	0.782	
1739	Frame-Leaves/hammer1.jpg	greenishness color	0.98	
1740	Frame-Leaves/hammer2.jpg	tomahawk	0.723	/weapon/tomahawk
1741	Frame-Leaves/hammer2.jpg	weapon	0.724	
1742	Frame-Leaves/hammer2.jpg	ax	0.765	/tool/cutlery/ax
1743	Frame-Leaves/hammer2.jpg	cutlery	0.765	
1744	Frame-Leaves/hammer2.jpg	tool	0.865	
1745	Frame-Leaves/hammer2.jpg	olive green color	0.837	
1746	Frame-Leaves/hammer2.jpg	bottle green color	0.79	
1747	Frame-Leaves/hammer3.jpg	carpenter's hammer	0.713	/tool/hammer/carpenter's hammer
1748	Frame-Leaves/hammer3.jpg	hammer	0.725	
1749	Frame-Leaves/hammer3.jpg	tool	0.923	
1750	Frame-Leaves/hammer3.jpg	pneumatic drill	0.71	/tool/drill/pneumatic drill
1751	Frame-Leaves/hammer3.jpg	drill	0.714	
1752	Frame-Leaves/hammer3.jpg	spray gun	0.709	
1753	Frame-Leaves/hammer3.jpg	bottle green color	0.847	
1754	Frame-Leaves/hammer3.jpg	greenishness color	0.814	
1755	Frame-Leaves/hammer4.jpg	sledgehammer	0.78	/tool/hammer/sledgehammer
1756	Frame-Leaves/hammer4.jpg	hammer	0.88	
1757	Frame-Leaves/hammer4.jpg	tool	0.905	
1758	Frame-Leaves/hammer4.jpg	bottle green color	0.939	
1759	Frame-Leaves/hammer4.jpg	greenishness color	0.775	
1760	Frame-Leaves/hammer5.jpg	tomahawk	0.836	/weapon/tomahawk
1761	Frame-Leaves/hammer5.jpg	weapon	0.836	
1762	Frame-Leaves/hammer5.jpg	hammer	0.867	/tool/hammer
1763	Frame-Leaves/hammer5.jpg	tool	0.867	
1764	Frame-Leaves/hammer5.jpg	sports equipment	0.794	
1765	Frame-Leaves/hammer5.jpg	mechanism	0.798	
1766	Frame-Leaves/hammer5.jpg	bottle green color	0.953	
1767	Frame-Leaves/plier1.jpg	wire cutter	0.838	/tool/cutlery/wire cutter
1768	Frame-Leaves/plier1.jpg	cutlery	0.838	
1769	Frame-Leaves/plier1.jpg	tool	0.912	
1770	Frame-Leaves/plier1.jpg	extractor	0.669	
1771	Frame-Leaves/plier1.jpg	pair of pliers	0.631	/tool/pair of pliers
1772	Frame-Leaves/plier1.jpg	instrument	0.801	
1773	Frame-Leaves/plier1.jpg	greenishness color	1.0	
1774	Frame-Leaves/plier2.jpg	pruning shears	0.878	/tool/cutlery/pair of scissors/shears/pruning shears
1775	Frame-Leaves/plier2.jpg	shears	0.886	
1776	Frame-Leaves/plier2.jpg	pair of scissors	0.887	
1777	Frame-Leaves/plier2.jpg	cutlery	0.887	
1778	Frame-Leaves/plier2.jpg	tool	0.947	
1779	Frame-Leaves/plier2.jpg	greenishness color	1.0	
1780	Frame-Leaves/plier3.jpg	snips	0.775	/tool/cutlery/pair of scissors/shears/snips
1781	Frame-Leaves/plier3.jpg	shears	0.91	
1782	Frame-Leaves/plier3.jpg	pair of scissors	0.917	
1783	Frame-Leaves/plier3.jpg	cutlery	0.951	
1784	Frame-Leaves/plier3.jpg	tool	0.951	
1785	Frame-Leaves/plier3.jpg	greenishness color	0.905	
1786	Frame-Leaves/plier3.jpg	black color	0.829	
1787	Frame-Leaves/plier4.jpg	pruning shears	0.661	/tool/cutlery/pair of scissors/shears/pruning shears
1788	Frame-Leaves/plier4.jpg	shears	0.666	
1789	Frame-Leaves/plier4.jpg	pair of scissors	0.674	
1790	Frame-Leaves/plier4.jpg	cutlery	0.833	
1791	Frame-Leaves/plier4.jpg	tool	0.878	
1792	Frame-Leaves/plier4.jpg	bottle green color	0.846	
1793	Frame-Leaves/plier5.jpg	hedge trimmer	0.608	/tool/garden tool/hedge trimmer
1794	Frame-Leaves/plier5.jpg	garden tool	0.694	
1795	Frame-Leaves/plier5.jpg	tool	0.904	
1796	Frame-Leaves/plier5.jpg	gray color	0.979	
1797	Frame-Leaves/saw1.jpg	pruning saw	0.919	/tool/saw/handsaw/pruning saw
1798	Frame-Leaves/saw1.jpg	handsaw	0.928	
1799	Frame-Leaves/saw1.jpg	saw	0.932	
1800	Frame-Leaves/saw1.jpg	tool	0.932	
1801	Frame-Leaves/saw1.jpg	weapon	0.797	
1802	Frame-Leaves/saw1.jpg	greenishness color	0.967	
1803	Frame-Leaves/saw2.jpg	pruning saw	0.988	/tool/saw/handsaw/pruning saw
1804	Frame-Leaves/saw2.jpg	handsaw	0.988	
1805	Frame-Leaves/saw2.jpg	saw	1.0	
1806	Frame-Leaves/saw2.jpg	tool	1.0	
1807	Frame-Leaves/saw2.jpg	greenishness color	0.994	
1808	Frame-Leaves/saw3.jpg	miter box	0.663	/tool/miter box
1809	Frame-Leaves/saw3.jpg	tool	0.808	
1810	Frame-Leaves/saw3.jpg	holding device	0.797	
1811	Frame-Leaves/saw3.jpg	electrical connector	0.797	
1812	Frame-Leaves/saw3.jpg	greenishness color	0.98	
1813	Frame-Leaves/saw4.jpg	pruning saw	0.829	/tool/saw/handsaw/pruning saw
1814	Frame-Leaves/saw4.jpg	handsaw	0.83	
1815	Frame-Leaves/saw4.jpg	saw	0.83	
1816	Frame-Leaves/saw4.jpg	tool	0.868	
1817	Frame-Leaves/saw4.jpg	food product	0.791	
1818	Frame-Leaves/saw4.jpg	greenishness color	0.988	
1819	Frame-Leaves/saw5.jpg	machete	0.853	/weapon/knife/machete
1820	Frame-Leaves/saw5.jpg	knife	0.876	
1821	Frame-Leaves/saw5.jpg	weapon	0.876	
1822	Frame-Leaves/saw5.jpg	handsaw	0.62	/tool/saw/handsaw
1823	Frame-Leaves/saw5.jpg	saw	0.668	
1824	Frame-Leaves/saw5.jpg	tool	0.669	
1825	Frame-Leaves/saw5.jpg	beverage	0.789	
1826	Frame-Leaves/saw5.jpg	bottle green color	0.918	
1827	Frame-Leaves/saw5.jpg	lemon yellow color	0.845	
1828	Frame-Leaves/scissor1.jpg	herb	0.634	
1829	Frame-Leaves/scissor1.jpg	food seasoning	0.601	
1830	Frame-Leaves/scissor1.jpg	food ingredient	0.601	
1831	Frame-Leaves/scissor1.jpg	food product	0.601	
1832	Frame-Leaves/scissor1.jpg	food	0.601	
1833	Frame-Leaves/scissor1.jpg	greenishness color	1.0	
1834	Frame-Leaves/scissor2.jpg	shears	0.955	/tool/cutlery/pair of scissors/shears
1835	Frame-Leaves/scissor2.jpg	pair of scissors	0.981	
1836	Frame-Leaves/scissor2.jpg	cutlery	0.981	
1837	Frame-Leaves/scissor2.jpg	tool	0.981	
1838	Frame-Leaves/scissor2.jpg	thinning shears	0.62	/tool/cutlery/pair of scissors/shears/thinning shears
1839	Frame-Leaves/scissor2.jpg	greenish blue color	0.914	
1840	Frame-Leaves/scissor2.jpg	greenishness color	0.89	
1841	Frame-Leaves/scissor3.jpg	shears	0.77	/tool/cutlery/pair of scissors/shears
1842	Frame-Leaves/scissor3.jpg	pair of scissors	0.807	
1843	Frame-Leaves/scissor3.jpg	cutlery	0.807	
1844	Frame-Leaves/scissor3.jpg	tool	0.807	
1845	Frame-Leaves/scissor3.jpg	hemostat (surgical instrument)	0.697	/medical instrument/surgical instrument/hemostat (surgical instrument)
1846	Frame-Leaves/scissor3.jpg	surgical instrument	0.708	
1847	Frame-Leaves/scissor3.jpg	medical instrument	0.709	
1848	Frame-Leaves/scissor3.jpg	olive green color	0.725	
1849	Frame-Leaves/scissor3.jpg	greenishness color	0.719	
1850	Frame-Leaves/scissor4.jpg	shears	0.882	/tool/cutlery/pair of scissors/shears
1851	Frame-Leaves/scissor4.jpg	pair of scissors	0.934	
1852	Frame-Leaves/scissor4.jpg	cutlery	0.935	
1853	Frame-Leaves/scissor4.jpg	tool	0.935	
1854	Frame-Leaves/scissor4.jpg	food product	0.776	
1855	Frame-Leaves/scissor4.jpg	weapon	0.789	
1856	Frame-Leaves/scissor4.jpg	greenishness color	0.748	
1857	Frame-Leaves/scissor5.jpg	shears	0.89	/tool/cutlery/pair of scissors/shears
1858	Frame-Leaves/scissor5.jpg	pair of scissors	0.966	
1859	Frame-Leaves/scissor5.jpg	cutlery	0.966	
1860	Frame-Leaves/scissor5.jpg	tool	0.966	
1861	Frame-Leaves/scissor5.jpg	engine	0.786	
1862	Frame-Leaves/scissor5.jpg	pink color	0.907	
1863	Frame-Leaves/screw1.jpg	coat hanger	0.717	/support/coat hanger
1864	Frame-Leaves/screw1.jpg	support	0.825	
1865	Frame-Leaves/screw1.jpg	hanger	0.652	/support/hanger
1866	Frame-Leaves/screw1.jpg	mechanism	0.793	
1867	Frame-Leaves/screw1.jpg	tool	0.797	
1868	Frame-Leaves/screw1.jpg	vegetable	0.799	
1869	Frame-Leaves/screw1.jpg	bottle green color	0.915	
1870	Frame-Leaves/screw1.jpg	greenishness color	0.659	
1871	Frame-Leaves/screw2.jpg	garden trowel	0.776	/tool/garden trowel
1872	Frame-Leaves/screw2.jpg	tool	0.926	
1873	Frame-Leaves/screw2.jpg	garden spade	0.725	/tool/shovel/hand shovel/garden spade
1874	Frame-Leaves/screw2.jpg	hand shovel	0.728	
1875	Frame-Leaves/screw2.jpg	shovel	0.741	
1876	Frame-Leaves/screw2.jpg	greenishness color	0.944	
1877	Frame-Leaves/screw2.jpg	bottle green color	0.922	
1878	Frame-Leaves/screw3.jpg	edger tool	0.843	/tool/garden tool/edger tool
1879	Frame-Leaves/screw3.jpg	garden tool	0.902	
1880	Frame-Leaves/screw3.jpg	tool	0.902	
1881	Frame-Leaves/screw3.jpg	greenishness color	0.995	
1882	Frame-Leaves/screw4.jpg	screwdriver	0.653	/tool/screwdriver
1883	Frame-Leaves/screw4.jpg	tool	0.653	
1884	Frame-Leaves/screw4.jpg	spear	0.652	/weapon/spear
1885	Frame-Leaves/screw4.jpg	weapon	0.652	
1886	Frame-Leaves/screw4.jpg	greenishness color	0.859	
1887	Frame-Leaves/screw5.jpg	garden spade	0.778	/tool/shovel/hand shovel/garden spade
1888	Frame-Leaves/screw5.jpg	hand shovel	0.781	
1889	Frame-Leaves/screw5.jpg	shovel	0.791	
1890	Frame-Leaves/screw5.jpg	tool	0.953	
1891	Frame-Leaves/screw5.jpg	garden tool	0.697	/tool/garden tool
1892	Frame-Leaves/screw5.jpg	greenishness color	0.987	
1893	Frame-Leaves/shovel1.jpg	curling iron	0.662	/appliance/curling iron
1894	Frame-Leaves/shovel1.jpg	appliance	0.662	
1895	Frame-Leaves/shovel1.jpg	tomahawk	0.636	/weapon/tomahawk
1896	Frame-Leaves/shovel1.jpg	weapon	0.781	
1897	Frame-Leaves/shovel1.jpg	machete	0.602	/weapon/knife/machete
1898	Frame-Leaves/shovel1.jpg	knife	0.606	
1899	Frame-Leaves/shovel1.jpg	coal black color	0.942	
1900	Frame-Leaves/shovel1.jpg	greenishness color	0.726	
1901	Frame-Leaves/shovel2.jpg	garden spade	0.724	/tool/shovel/hand shovel/garden spade
1902	Frame-Leaves/shovel2.jpg	hand shovel	0.73	
1903	Frame-Leaves/shovel2.jpg	shovel	0.801	
1904	Frame-Leaves/shovel2.jpg	tool	0.801	
1905	Frame-Leaves/shovel2.jpg	ladle	0.761	
1906	Frame-Leaves/shovel2.jpg	bottle green color	0.872	
1907	Frame-Leaves/shovel2.jpg	greenishness color	0.693	
1908	Frame-Leaves/shovel3.jpg	garden spade	0.95	/tool/shovel/hand shovel/garden spade
1909	Frame-Leaves/shovel3.jpg	hand shovel	0.951	
1910	Frame-Leaves/shovel3.jpg	shovel	0.961	
1911	Frame-Leaves/shovel3.jpg	tool	0.961	
1912	Frame-Leaves/shovel3.jpg	gray color	0.785	
1913	Frame-Leaves/shovel3.jpg	sage green color	0.759	
1914	Frame-Leaves/shovel4.jpg	trenching spade	0.832	/tool/shovel/hand shovel/trenching spade
1915	Frame-Leaves/shovel4.jpg	hand shovel	0.91	
1916	Frame-Leaves/shovel4.jpg	shovel	0.928	
1917	Frame-Leaves/shovel4.jpg	tool	0.928	
1918	Frame-Leaves/shovel4.jpg	bottle green color	0.952	
1919	Frame-Leaves/shovel5.jpg	garden spade	0.89	/tool/shovel/hand shovel/garden spade
1920	Frame-Leaves/shovel5.jpg	hand shovel	0.897	
1921	Frame-Leaves/shovel5.jpg	shovel	0.952	
1922	Frame-Leaves/shovel5.jpg	tool	0.952	
1923	Frame-Leaves/shovel5.jpg	bottle green color	0.908	
1924	Frame-Leaves/tape1.jpg	tape measure	0.984	/measuring instrument/tape measure
1925	Frame-Leaves/tape1.jpg	measuring instrument	0.984	
1926	Frame-Leaves/tape1.jpg	lemon yellow color	0.961	
1927	Frame-Leaves/tape2.jpg	tape measure	0.719	/measuring instrument/tape measure
1928	Frame-Leaves/tape2.jpg	measuring instrument	0.719	
1929	Frame-Leaves/tape2.jpg	greenishness color	0.883	
1930	Frame-Leaves/tape2.jpg	bottle green color	0.647	
1931	Frame-Leaves/tape3.jpg	S-shape	0.718	
1932	Frame-Leaves/tape3.jpg	greenishness color	0.808	
1933	Frame-Leaves/tape3.jpg	sage green color	0.673	
1934	Frame-Leaves/tape4.jpg	hedge trimmer	0.678	/tool/garden tool/hedge trimmer
1935	Frame-Leaves/tape4.jpg	garden tool	0.722	
1936	Frame-Leaves/tape4.jpg	tool	0.729	
1937	Frame-Leaves/tape4.jpg	tape measure	0.608	/measuring instrument/tape measure
